Car Model,Acceleration,Number of Cylinders,Origin,Curb Weight,Horsepower_bin,MPG_bin,Engine_Displacement_bin,Weight_bin
Nissan,16.81797079,6,Germany,2527.799089,100-150,35-40,<2,3000-3500
Honda,8.808260164,4,USA,3396.75625,250-300,15-20,2-3,4500-5000
Mercedes,16.45447873,8,Germany,2547.498696,>350,25-30,2-3,>5000
Audi,15.31976032,6,USA,3308.803732,300-350,30-35,4-5,>5000
Honda,9.842217466,8,USA,3186.827353,>350,<15,5-6,4500-5000
Nissan,13.18232222,6,Japan,2863.820587,200-250,40-50,2-3,2500-3000
Audi,7.209107127,6,USA,2994.652026,200-250,40-50,4-5,3000-3500
BMW,11.78846755,6,USA,3558.489717,150-200,30-35,4-5,3500-4000
BMW,18.21796009,6,USA,2514.39628,150-200,40-50,2-3,3000-3500
Honda,11.3178707,6,Japan,2974.970707,200-250,25-30,3-4,>5000
BMW,17.5935006,8,USA,3520.445881,>350,40-50,3-4,3000-3500
Chevrolet,13.85380048,8,USA,2728.410798,>350,35-40,5-6,2500-3000
Audi,7.878150697,4,USA,3340.578481,>350,35-40,2-3,3500-4000
Mercedes,13.71659367,6,Germany,2753.399393,150-200,15-20,4-5,>5000
Audi,12.58974994,4,Japan,2732.142815,>350,40-50,2-3,2500-3000
BMW,10.97962003,8,Germany,3658.420144,200-250,25-30,4-5,4000-4500
Audi,6.794456593,4,Japan,2899.78803,100-150,15-20,3-4,3500-4000
Nissan,11.25062996,8,Japan,3063.653678,>350,<15,3-4,2000-2500
Ford,6.091435644,6,Germany,3595.027098,>350,30-35,4-5,3500-4000
Nissan,6.481535771,4,Japan,2769.279401,150-200,30-35,4-5,4500-5000
Toyota,11.23874799,4,Japan,3297.605532,250-300,35-40,4-5,4000-4500
Chevrolet,9.58072223,4,Germany,3876.729496,200-250,40-50,<2,>5000
Ford,18.88316489,4,USA,3330.740229,>350,<15,4-5,3000-3500
Honda,10.63558708,6,Japan,2573.26865,250-300,35-40,2-3,2000-2500
Audi,16.36787183,8,Germany,3384.545912,>350,15-20,3-4,>5000
Mercedes,12.9537129,8,Japan,2635.230099,100-150,40-50,3-4,3500-4000
Toyota,15.56128503,6,Germany,2923.186811,200-250,40-50,3-4,4000-4500
Toyota,8.901739745,8,USA,3774.512658,250-300,30-35,3-4,>5000
Mercedes,19.12857459,4,Japan,2516.603692,300-350,35-40,5-6,3000-3500
Chevrolet,12.95132745,6,USA,2615.519963,200-250,20-25,2-3,4500-5000
Ford,17.46986107,8,USA,3045.046193,>350,25-30,4-5,2500-3000
Toyota,10.4756854,6,Germany,3999.09382,>350,40-50,3-4,3000-3500
Mercedes,6.503170236,6,Japan,2937.795859,>350,25-30,2-3,2500-3000
Ford,15.10567472,8,Japan,2735.911928,>350,20-25,2-3,>5000
Ford,5.116394725,8,Japan,3324.133199,>350,25-30,5-6,2500-3000
BMW,12.12939465,6,Japan,3278.882532,300-350,40-50,5-6,4500-5000
Toyota,7.89202854,6,Japan,3174.429383,>350,20-25,5-6,>5000
Ford,14.41063257,8,Germany,3919.980628,200-250,15-20,5-6,4000-4500
Chevrolet,19.6912981,6,Japan,2920.224056,250-300,35-40,2-3,4000-4500
Toyota,11.96604359,8,USA,2939.986344,200-250,40-50,2-3,3500-4000
Chevrolet,17.26247385,6,USA,2710.385457,250-300,<15,4-5,3000-3500
Chevrolet,12.6167628,6,Japan,3545.932027,200-250,15-20,3-4,3500-4000
Ford,12.43760047,6,Germany,2982.054207,>350,15-20,3-4,4000-4500
Ford,18.9563524,8,Germany,3704.11044,200-250,20-25,2-3,>5000
BMW,18.34948803,4,Japan,3957.636816,100-150,25-30,3-4,>5000
Mercedes,16.78700698,8,USA,2565.527863,300-350,35-40,3-4,>5000
Audi,9.4438363,6,Japan,3989.682835,100-150,35-40,2-3,>5000
BMW,13.17512624,4,Japan,2881.15634,100-150,30-35,3-4,3500-4000
Toyota,8.3584585,4,Japan,3130.165536,150-200,20-25,3-4,4500-5000
BMW,11.65875047,6,Germany,3666.615032,250-300,40-50,3-4,>5000
Honda,12.26319599,8,Germany,3497.996713,250-300,25-30,2-3,3500-4000
Mercedes,17.4746006,4,USA,3667.655381,>350,40-50,4-5,>5000
Toyota,18.44042548,4,USA,3199.498024,>350,35-40,<2,3500-4000
Mercedes,11.21930094,8,Japan,3874.100618,250-300,15-20,2-3,4000-4500
Chevrolet,5.265566676,8,USA,3684.911208,200-250,35-40,4-5,4500-5000
BMW,17.9266076,4,Japan,2963.841963,200-250,20-25,3-4,>5000
BMW,7.614180178,8,USA,3922.720332,>350,35-40,2-3,2500-3000
Audi,14.32822946,4,Japan,3941.58129,100-150,<15,4-5,4500-5000
BMW,5.374563507,6,Germany,3122.580334,100-150,15-20,3-4,4000-4500
Ford,10.99259713,8,Japan,3477.940732,>350,40-50,4-5,3000-3500
Chevrolet,19.78940453,4,Germany,3722.152803,250-300,15-20,4-5,>5000
BMW,6.510404017,8,Germany,3725.951075,150-200,40-50,3-4,4000-4500
Nissan,11.35539728,8,USA,2521.185317,150-200,20-25,3-4,4500-5000
Nissan,9.607249253,4,USA,3443.52045,>350,35-40,2-3,3000-3500
Mercedes,18.57632185,6,Germany,3960.548946,>350,35-40,2-3,3500-4000
Chevrolet,18.04010162,4,Japan,2847.020722,>350,30-35,3-4,4000-4500
BMW,8.565481405,8,Japan,3693.413289,250-300,20-25,3-4,3500-4000
Audi,6.217816806,4,USA,3301.371432,300-350,15-20,3-4,2500-3000
Honda,14.40707591,8,Japan,2832.205317,>350,<15,2-3,>5000
Audi,10.04553068,4,Japan,2576.556961,>350,20-25,<2,4000-4500
Honda,15.08126586,6,Japan,3639.882567,150-200,35-40,3-4,4500-5000
Toyota,5.481796341,6,Germany,2974.705524,>350,40-50,2-3,3500-4000
Toyota,7.000988528,6,Germany,3063.379042,150-200,40-50,4-5,3000-3500
Audi,15.29558349,6,Japan,3227.84658,150-200,40-50,<2,3500-4000
BMW,8.18555983,4,USA,3260.792354,>350,40-50,3-4,3500-4000
Mercedes,17.86381514,6,Japan,2809.278365,250-300,35-40,5-6,4000-4500
Audi,5.878863316,4,USA,3505.962985,>350,20-25,2-3,4000-4500
Toyota,8.232229742,8,Germany,3538.80997,100-150,40-50,3-4,3500-4000
Ford,19.97840373,8,Japan,2713.451387,300-350,35-40,<2,2500-3000
Honda,11.49614154,8,Japan,3299.36431,>350,30-35,4-5,3500-4000
Chevrolet,15.54448495,6,USA,3413.889022,>350,<15,3-4,2500-3000
Mercedes,7.739945733,6,USA,2779.377315,150-200,25-30,3-4,2500-3000
Audi,14.14803102,6,Japan,3841.69319,200-250,25-30,3-4,>5000
BMW,15.89159103,8,Japan,3224.238792,300-350,40-50,5-6,4000-4500
BMW,9.717149538,8,USA,2672.542536,150-200,30-35,2-3,4500-5000
Mercedes,17.43345668,8,Germany,3001.594266,>350,25-30,<2,3500-4000
Nissan,14.05126368,8,USA,3215.440672,>350,40-50,4-5,>5000
Honda,10.83684514,4,Japan,2515.21623,150-200,<15,3-4,4500-5000
Mercedes,13.3646359,4,Germany,2547.864814,100-150,25-30,5-6,>5000
Mercedes,13.65141271,6,Germany,2583.280893,100-150,<15,3-4,3000-3500
Honda,7.48302939,6,Germany,3307.202839,>350,35-40,4-5,>5000
Honda,11.04098555,8,Germany,3004.132294,150-200,40-50,3-4,>5000
Audi,10.15145882,4,Japan,3839.656072,250-300,20-25,4-5,>5000
Toyota,11.01354084,4,Germany,3338.850808,250-300,40-50,5-6,2500-3000
Ford,16.41665883,6,USA,3639.844493,300-350,20-25,3-4,3000-3500
Audi,12.23807611,4,USA,3530.699765,100-150,40-50,2-3,3000-3500
Mercedes,19.1047423,6,USA,3280.481091,150-200,40-50,2-3,3000-3500
Chevrolet,9.4051462,8,Japan,3617.08066,>350,40-50,2-3,>5000
Toyota,11.23555367,8,Germany,3317.058554,>350,<15,2-3,2000-2500
Audi,16.80435216,6,USA,3078.184458,>350,40-50,2-3,2000-2500
Ford,13.1903689,8,USA,3153.707249,100-150,35-40,3-4,3000-3500
Mercedes,13.2054222,8,USA,3757.752009,200-250,20-25,3-4,2500-3000
Mercedes,5.800102445,4,Germany,3344.910337,>350,40-50,3-4,2500-3000
Honda,10.97899494,4,USA,3065.944222,200-250,20-25,3-4,>5000
Ford,9.061005986,4,Germany,2769.614727,>350,40-50,<2,4000-4500
Toyota,19.99002684,4,Germany,3243.036763,>350,<15,<2,2000-2500
Audi,9.625326059,4,Germany,2878.606164,100-150,35-40,2-3,3500-4000
Mercedes,18.26744802,6,Japan,3933.369817,>350,30-35,3-4,3500-4000
Honda,15.14350603,6,Japan,3236.473127,>350,<15,2-3,2000-2500
Audi,10.11374614,4,Germany,2513.422411,100-150,15-20,2-3,4500-5000
Toyota,13.15301568,8,Germany,2639.315784,300-350,<15,3-4,4500-5000
Chevrolet,17.6080382,8,Japan,2926.486738,200-250,25-30,4-5,4500-5000
Honda,18.25052447,6,Japan,2638.244263,250-300,20-25,<2,4500-5000
Ford,7.405908125,6,Germany,3840.943338,150-200,30-35,4-5,2000-2500
Toyota,10.09359712,6,Japan,3781.52735,300-350,20-25,4-5,>5000
Mercedes,10.0283477,8,USA,3956.292263,>350,20-25,4-5,>5000
Nissan,5.630671941,6,Germany,3559.698422,300-350,35-40,5-6,>5000
Ford,13.9735664,8,Germany,3468.196819,100-150,<15,<2,2000-2500
Mercedes,17.82230079,6,Japan,3885.244957,300-350,40-50,2-3,>5000
Ford,10.72361582,8,USA,3919.589717,200-250,40-50,5-6,>5000
Honda,16.10053917,6,Japan,3816.231764,>350,35-40,3-4,>5000
Audi,14.4155062,6,USA,3792.209266,250-300,30-35,3-4,2000-2500
BMW,10.63473103,8,USA,3507.554883,150-200,40-50,4-5,4500-5000
Ford,7.115896992,6,Germany,2502.408921,150-200,15-20,4-5,>5000
Toyota,15.63985779,4,USA,3144.275575,>350,<15,5-6,4500-5000
Nissan,17.81847753,8,Germany,3453.494157,200-250,15-20,5-6,4000-4500
Chevrolet,15.28781739,6,USA,3320.691071,>350,40-50,4-5,>5000
Nissan,5.268177261,8,Germany,3731.689945,150-200,<15,2-3,3500-4000
Toyota,8.243493416,6,USA,3728.353415,200-250,30-35,5-6,4000-4500
Honda,6.042199773,4,Japan,3398.023014,250-300,40-50,<2,3500-4000
Toyota,13.55579149,6,USA,2532.99108,>350,40-50,2-3,>5000
BMW,16.34716518,6,Japan,3053.994929,>350,30-35,5-6,2000-2500
BMW,6.658687806,4,USA,2843.224878,150-200,<15,2-3,4000-4500
BMW,17.57506731,8,USA,3008.182163,200-250,40-50,2-3,4500-5000
Ford,13.33263468,6,Germany,3425.938982,150-200,30-35,2-3,>5000
Honda,15.34953518,6,USA,2599.692854,300-350,<15,4-5,4000-4500
Audi,19.57102773,4,USA,2533.363074,250-300,<15,3-4,>5000
BMW,6.255214824,8,USA,3155.309374,>350,40-50,4-5,>5000
Audi,18.51836034,8,Japan,3690.360748,>350,35-40,2-3,2000-2500
Chevrolet,6.89154044,4,Germany,2546.047862,250-300,40-50,4-5,3500-4000
Chevrolet,10.8943821,4,Germany,3773.572878,250-300,40-50,4-5,2000-2500
Audi,17.77158044,6,USA,3075.819449,>350,30-35,2-3,3000-3500
Mercedes,18.59381355,4,USA,2677.353143,>350,30-35,3-4,4000-4500
Toyota,12.5955751,4,Japan,3351.246593,100-150,25-30,2-3,>5000
BMW,13.91156957,4,USA,3928.540842,200-250,20-25,5-6,>5000
Ford,15.62221002,8,Germany,3313.769349,250-300,25-30,4-5,2500-3000
Mercedes,17.49138003,4,Germany,3529.952134,150-200,40-50,5-6,2000-2500
Chevrolet,6.822667543,6,Japan,3724.63193,150-200,30-35,2-3,4000-4500
Nissan,17.15103962,6,Japan,3699.010183,100-150,40-50,4-5,4000-4500
Honda,12.21914226,6,Germany,2609.678093,>350,25-30,4-5,3000-3500
Nissan,11.75935138,4,Japan,3611.49312,200-250,30-35,4-5,>5000
Audi,11.35849628,8,USA,3924.174349,100-150,35-40,5-6,>5000
Mercedes,12.63817378,4,USA,3550.978351,150-200,30-35,3-4,3500-4000
Chevrolet,19.1757583,4,Japan,3754.664341,>350,35-40,2-3,>5000
Chevrolet,13.22305659,6,Germany,3228.324552,>350,15-20,4-5,3500-4000
Toyota,19.29766307,4,Japan,2978.60399,250-300,30-35,4-5,4500-5000
Toyota,7.704351959,8,Germany,3514.358835,250-300,<15,3-4,3500-4000
BMW,15.86203968,6,Japan,3238.299967,>350,25-30,2-3,2000-2500
Audi,17.18359308,8,Japan,3842.933284,150-200,25-30,3-4,>5000
Honda,15.18693247,8,Japan,3961.572953,150-200,35-40,2-3,3500-4000
BMW,14.1038342,8,USA,3729.703101,200-250,40-50,3-4,4500-5000
Mercedes,13.47219172,4,USA,3989.019426,150-200,30-35,4-5,3000-3500
Toyota,17.91395724,4,Germany,3022.555898,250-300,35-40,4-5,2000-2500
Ford,17.32469896,4,Japan,3843.633068,>350,30-35,2-3,2000-2500
Honda,6.834330818,4,USA,2994.900443,300-350,35-40,3-4,3500-4000
Ford,17.72881486,6,Japan,2677.057113,250-300,<15,2-3,4500-5000
Mercedes,11.21102929,4,Germany,3432.060543,>350,20-25,2-3,3000-3500
BMW,8.80545245,6,USA,3182.482951,100-150,20-25,4-5,4500-5000
Toyota,18.04652852,8,Germany,3882.54885,150-200,25-30,5-6,4500-5000
Honda,11.48037199,6,USA,3238.290831,300-350,<15,2-3,4500-5000
Mercedes,17.12547035,4,Japan,3891.448869,300-350,15-20,4-5,3500-4000
BMW,8.951054179,6,Germany,2617.950801,100-150,20-25,5-6,>5000
Chevrolet,5.058939821,4,USA,3745.767754,250-300,40-50,4-5,3500-4000
BMW,12.43188789,4,USA,3638.671403,>350,20-25,2-3,3500-4000
Audi,6.50342385,6,Japan,3579.96741,>350,25-30,5-6,2500-3000
Nissan,16.31563933,6,Germany,3032.703783,>350,15-20,3-4,3000-3500
Chevrolet,9.141127041,8,Germany,3675.639454,200-250,30-35,2-3,2000-2500
Ford,11.6546847,8,Germany,3224.944869,100-150,20-25,<2,4500-5000
Chevrolet,6.305503476,8,Japan,3572.805266,250-300,15-20,3-4,2500-3000
BMW,9.299888727,8,USA,3328.34072,150-200,30-35,<2,3000-3500
Mercedes,16.72235365,8,USA,2736.159557,>350,<15,2-3,>5000
Chevrolet,7.273818679,6,Germany,2596.837885,250-300,<15,2-3,3000-3500
Nissan,14.70739342,8,USA,3049.279977,200-250,15-20,4-5,2500-3000
Audi,18.76138779,6,Germany,3899.183234,>350,<15,5-6,2500-3000
BMW,15.1975514,8,Japan,3294.602531,250-300,<15,2-3,>5000
Nissan,17.16532534,4,Japan,3703.288101,200-250,20-25,4-5,2500-3000
Chevrolet,6.63457444,8,Japan,3363.929606,>350,40-50,4-5,3500-4000
Nissan,8.76097739,4,Germany,3936.857929,>350,30-35,4-5,4000-4500
Chevrolet,18.41808278,6,USA,3054.183343,>350,30-35,2-3,4500-5000
Honda,15.7265842,8,Japan,2585.575683,100-150,20-25,4-5,4500-5000
Chevrolet,14.5933074,6,Germany,3671.002575,300-350,40-50,5-6,>5000
Toyota,14.95650104,8,Germany,3558.184762,>350,25-30,4-5,2000-2500
Nissan,11.21300831,6,Japan,3291.301573,150-200,<15,2-3,3000-3500
Mercedes,5.668349474,8,Japan,2989.586865,150-200,30-35,3-4,3000-3500
Audi,16.76662313,8,Japan,2782.397722,>350,<15,4-5,2500-3000
Nissan,15.18069854,4,USA,3223.414066,100-150,20-25,3-4,3000-3500
Ford,12.09206696,6,USA,3499.302114,>350,30-35,<2,3000-3500
Audi,18.49639423,6,Germany,3368.329644,250-300,40-50,2-3,4000-4500
Audi,10.04239497,6,Japan,3156.235766,250-300,25-30,4-5,4500-5000
Ford,9.414826163,6,Japan,3309.541666,100-150,35-40,4-5,3500-4000
Toyota,18.09194488,6,USA,2661.932395,>350,40-50,2-3,4500-5000
Nissan,16.95481482,4,Japan,3543.760156,200-250,15-20,5-6,3000-3500
Audi,12.72469716,8,Germany,3601.384066,300-350,20-25,2-3,3000-3500
Nissan,6.961021092,4,Japan,2517.178906,>350,25-30,4-5,4000-4500
Audi,8.226072072,6,USA,2905.779334,>350,25-30,4-5,2000-2500
Ford,14.84341986,6,Germany,2638.17529,>350,25-30,4-5,2000-2500
