Bedrooms,Square Footage,Location,Age of House,Bathrooms,Sale Price
2,3607,City,29,1,277780
1,2620,Suburb,47,1,498788
5,3028,City,19,3,123146
4,2941,Rural,35,1,977905
5,834,Suburb,1,2,836285
5,3189,Suburb,28,2,217228
2,2517,City,28,3,479636
2,871,Suburb,28,1,352601
1,3983,Suburb,33,2,465375
1,1648,Suburb,43,3,825155
4,3120,Rural,19,2,554030
3,1293,City,21,3,532585
4,3907,Rural,50,1,839965
5,2977,Suburb,11,3,296450
1,2505,Rural,9,1,824669
1,890,City,45,2,50945
1,3536,Suburb,16,3,172198
1,3801,Rural,35,2,137477
3,3224,Suburb,44,2,284840
4,842,Suburb,3,1,733418
1,2122,Suburb,34,3,464773
3,2222,City,7,1,132144
2,1944,City,32,1,596385
3,3040,Rural,38,3,412611
1,3789,Suburb,2,3,366328
1,1287,City,13,1,970892
3,2124,Rural,29,3,571338
1,3541,Rural,30,3,227971
1,1083,City,38,2,820881
3,2349,Suburb,47,2,228264
4,2911,Rural,17,1,808101
5,3967,Rural,4,3,864999
4,2885,Rural,21,3,999315
3,1074,Rural,10,3,981570
1,2799,City,6,1,644017
4,1689,Rural,24,3,913195
3,2403,Suburb,36,2,120236
3,1831,Suburb,16,3,845048
2,2005,Rural,36,3,258431
1,939,Suburb,25,2,932384
2,936,Rural,18,3,140344
5,1252,Suburb,15,3,260911
3,844,Suburb,28,1,696343
3,2794,Suburb,25,1,834333
1,3388,City,46,3,311196
2,3924,City,13,3,285549
2,3584,Suburb,19,2,106194
1,2635,Rural,32,1,651361
2,2536,Suburb,50,3,483857
1,1234,Suburb,45,2,552544
2,2190,Suburb,23,2,918740
1,2819,City,33,3,808179
5,3807,Rural,15,3,885216
1,3978,Suburb,50,3,593439
1,3080,City,50,2,146384
2,3005,Rural,26,3,329018
2,1432,City,37,3,402980
1,1385,City,42,2,469621
1,1668,Suburb,1,1,764707
2,1721,Rural,50,1,888542
3,2890,Suburb,25,3,953913
4,2209,Suburb,38,2,65844
5,1627,Suburb,17,2,930110
1,2953,City,48,3,426869
2,2158,Suburb,15,2,534180
4,1952,Suburb,42,2,263683
1,3631,Rural,34,1,967017
2,2793,Suburb,34,1,912038
2,2967,Rural,5,3,724217
3,2560,City,19,1,710490
1,3245,Suburb,42,1,698142
4,2672,City,33,1,444145
5,2403,Rural,4,2,79956
3,1926,City,2,1,804804
5,3627,City,45,1,323195
1,1549,Suburb,46,2,50984
4,2286,City,27,3,931095
4,900,Suburb,22,3,694361
4,3038,Rural,20,2,882501
2,3845,Rural,27,2,370883
4,2875,City,8,3,464683
2,2018,Rural,18,1,663196
4,3297,Rural,12,1,245254
5,2465,Suburb,43,3,388591
5,2756,Rural,47,1,96166
4,1028,Suburb,2,1,637793
4,1218,City,48,3,700790
2,3301,Suburb,48,1,973766
2,1413,Rural,12,1,200663
2,2030,City,16,2,559957
1,3864,Rural,36,2,738682
2,3114,City,27,2,607735
2,2964,Suburb,22,3,294869
1,3432,Suburb,36,1,508546
4,3379,Suburb,31,1,561784
3,3178,Suburb,10,1,937906
1,1392,Rural,48,1,355603
2,3837,City,3,2,536788
1,3291,Rural,43,1,190310
5,3670,Suburb,1,3,282721
5,2456,Rural,11,3,919696
4,2791,Rural,14,1,415704
2,3517,Suburb,14,2,560943
5,2536,Rural,21,3,87501
1,3450,City,41,3,567676
2,1534,Suburb,33,1,202330
4,1516,Suburb,16,1,420177
2,1040,City,47,3,547107
2,2422,City,34,3,402159
1,3338,City,26,1,178263
2,1225,Rural,46,3,294370
1,2178,Suburb,7,3,521672
1,2695,City,34,2,806536
2,1273,City,39,1,983835
4,2138,City,28,2,178142
4,2284,Rural,50,3,630964
3,3467,Suburb,16,2,955178
5,1906,Rural,49,2,803365
2,1099,Suburb,44,2,543062
2,1100,City,46,2,787160
1,1267,City,3,1,285900
4,1173,City,28,3,238519
2,2298,Rural,40,3,305686
4,1515,Suburb,34,1,879731
3,3933,Suburb,9,3,621322
2,3613,City,10,3,537756
1,1432,Rural,36,3,647790
4,1656,City,28,3,864044
5,2358,Suburb,19,1,163827
4,1098,Suburb,3,2,842349
4,3180,Suburb,10,1,621618
5,3605,Rural,12,1,856045
4,1988,Suburb,34,1,988737
3,2945,Rural,42,1,484932
2,1162,Rural,35,3,774330
2,3787,Suburb,14,3,293951
2,2402,Rural,38,2,528299
4,1256,Suburb,15,3,746146
5,1538,City,4,3,824672
4,2972,City,9,3,146747
2,1693,Suburb,5,2,259700
5,3295,City,33,3,767674
2,1023,Suburb,39,2,378879
2,844,Rural,36,1,265574
3,3073,Suburb,11,3,997410
3,3883,Rural,20,2,700964
4,2138,Suburb,31,1,905857
3,2020,Suburb,32,2,702763
5,3673,Suburb,6,2,331890
1,3765,Suburb,17,3,721820
5,1062,City,13,2,806589
2,3463,Rural,38,1,568606
2,3897,Rural,24,3,476371
3,1603,City,37,1,390195
2,1076,Rural,45,3,824482
1,1322,City,21,3,486600
4,2293,Suburb,48,1,700101
4,1341,Suburb,10,3,335049
5,1600,Rural,31,2,271537
4,3330,City,44,3,82039
3,1188,Rural,47,2,710257
3,3444,Rural,7,1,335584
2,2110,Suburb,8,3,207409
3,1742,Suburb,50,1,933620
3,2862,Suburb,34,2,900177
4,3228,Rural,48,1,210977
1,1622,Suburb,43,3,634929
2,3333,City,34,1,430567
5,1107,Rural,5,1,888591
4,1150,Rural,4,2,892706
2,924,City,21,1,90587
4,2881,Rural,40,3,126412
3,925,Rural,14,1,72777
5,1519,Suburb,44,1,84004
5,3845,Suburb,38,3,751636
1,3925,City,15,1,269683
2,3280,City,36,1,315800
5,1758,Rural,24,2,477011
4,3766,City,3,2,326541
2,2279,City,37,2,172498
3,1130,Suburb,48,1,681795
1,1104,Rural,38,2,347278
3,1120,City,18,3,933435
5,2787,Suburb,18,1,786195
3,3703,City,26,2,541783
4,3116,Rural,19,1,799588
4,1138,City,23,2,478335
2,3607,Rural,10,3,566318
1,3672,Rural,45,3,437746
1,2541,Suburb,41,1,291925
4,2545,Rural,17,3,427800
3,2873,City,26,3,126151
3,1598,Rural,6,1,655550
2,1080,Rural,36,1,143435
5,1430,Rural,49,1,533325
5,1167,Suburb,8,2,197617
2,2333,Suburb,38,3,66724
5,2384,City,29,1,827801
4,3752,City,3,2,217545
1,2548,Suburb,7,3,83033
1,3151,Suburb,23,3,458183
5,2710,Suburb,41,1,130066
5,801,Suburb,49,2,129480
5,1050,Rural,1,1,103755
1,3713,Suburb,34,2,96307
5,938,Suburb,9,1,959171
3,1178,Rural,49,1,777295
3,2627,City,50,2,57972
4,2698,Rural,10,1,562390
2,1694,Suburb,39,2,288579
4,3173,Suburb,34,3,646574
1,3118,Rural,50,3,542003
3,2488,Rural,32,2,316046
2,3636,Rural,49,1,496360
3,1701,Rural,14,1,320424
5,975,Suburb,39,3,861750
1,3421,Suburb,17,1,211947
2,3267,City,18,2,255625
4,3311,Rural,2,3,99432
1,2863,Suburb,9,2,932774
4,3046,Suburb,20,3,744777
4,2430,City,16,1,762151
4,1430,City,33,2,421978
5,1942,City,44,3,321770
4,1837,Suburb,13,1,977553
3,3880,City,14,3,396370
2,3412,Suburb,46,2,700497
2,2303,Rural,26,3,718986
1,2876,Rural,43,3,523822
3,3565,Suburb,5,2,244197
4,1809,Rural,6,3,785428
3,3309,City,33,1,974346
4,3197,Rural,14,1,326415
4,1455,Suburb,1,2,284743
2,1422,Rural,33,2,155421
5,1291,Suburb,33,1,731086
1,1212,Suburb,24,2,445851
2,1969,Rural,4,3,909678
4,2500,Rural,13,3,709157
1,3888,Rural,11,1,681609
4,3227,Rural,31,1,735058
2,2581,City,22,2,799236
4,3748,City,43,2,484936
1,1931,City,4,3,664728
4,1450,Rural,28,3,114662
2,2367,Rural,34,1,267415
4,2859,Rural,28,3,838709
1,1660,Rural,38,1,422090
3,954,City,44,3,782207
3,1651,City,4,1,616515
5,803,Rural,37,2,308397
5,901,City,26,3,659325
2,2403,Suburb,35,3,188789
4,2696,Suburb,1,3,301531
4,3694,Suburb,13,1,842663
4,3061,Suburb,13,3,953047
2,1326,Rural,44,3,731105
2,2872,Rural,14,1,451442
4,2075,Suburb,4,2,260504
1,1204,City,14,2,131253
2,3895,Rural,9,3,93048
5,1938,City,18,2,417163
1,1817,Suburb,32,2,884410
3,3216,City,33,3,915996
4,3533,Suburb,41,2,949178
5,2066,Suburb,18,1,177247
5,1319,Rural,7,3,749593
5,2104,City,50,3,474246
5,2045,Suburb,3,1,748036
4,3106,Rural,35,2,649110
5,3858,City,13,3,236908
5,850,Suburb,18,2,175457
1,804,City,24,2,651498
2,2879,Rural,41,2,792807
3,2071,City,16,3,85776
4,1487,Suburb,35,2,604020
3,3515,Suburb,36,1,53429
3,1835,Rural,29,1,947242
2,1895,Rural,31,3,228908
4,1825,City,38,3,565393
1,3021,Suburb,42,1,511877
2,3671,City,40,2,631571
5,2678,Suburb,25,3,162337
5,3381,Rural,6,3,693184
3,3390,City,34,1,535534
1,1941,City,25,2,499274
3,1416,Suburb,24,1,367950
5,827,Suburb,42,3,79774
4,1871,Rural,31,3,302899
2,1396,Suburb,42,2,542490
1,3796,Suburb,50,1,860546
2,3327,Suburb,28,2,540281
2,2925,City,28,3,138783
3,1805,City,34,3,62929
5,3173,Suburb,29,2,594620
1,2257,Suburb,43,3,622440
2,2634,Rural,40,1,752599
1,2090,Rural,19,2,840606
1,3626,City,25,2,407210
5,2264,Rural,45,2,498129
2,3914,Rural,12,3,703015
1,3741,Rural,15,1,904124
1,1224,City,6,3,387725
2,3155,Rural,37,1,586712
2,3857,Suburb,2,1,953573
2,3620,City,18,2,824110
3,1658,Rural,18,3,688908
2,2102,Suburb,42,2,450963
5,2726,City,5,3,663394
1,3792,Suburb,33,2,878960
3,1503,Rural,45,1,380738
2,3302,Rural,18,2,358578
4,2320,Suburb,36,3,184157
3,2072,Suburb,5,1,980794
3,1062,Suburb,34,3,667916
3,3725,Rural,8,1,142547
3,2887,City,13,1,498316
1,1876,Rural,46,1,415493
1,1296,City,17,2,712381
3,2019,Suburb,44,2,205240
4,2326,City,38,1,548836
2,2039,Rural,19,2,964800
3,1810,Rural,26,2,723585
3,3170,City,24,2,93820
2,1573,Suburb,40,3,942032
1,3347,Suburb,20,1,939452
3,886,Rural,23,2,538616
3,3766,Suburb,49,3,52150
3,2585,Suburb,48,1,751131
3,3080,Rural,29,3,436816
2,1221,Suburb,47,1,956933
1,3478,Rural,17,3,743322
4,3846,City,29,1,739858
2,2702,Suburb,28,2,54113
4,815,City,33,1,212343
4,3128,Suburb,37,1,302869
2,3205,Rural,40,2,657241
1,1729,Suburb,20,3,138777
1,1717,City,2,2,674382
1,1382,Rural,30,2,538996
2,2867,Rural,40,2,615045
2,908,Suburb,13,1,73916
5,3060,Rural,34,1,494570
2,2107,Rural,10,3,131410
5,1976,Suburb,36,3,349057
4,1930,Suburb,40,1,103213
2,2904,Rural,6,2,397382
5,3567,Rural,14,2,152367
1,1600,Suburb,12,3,908083
4,3996,City,26,3,866322
2,2191,Rural,44,3,691656
3,3719,Suburb,34,3,420280
4,1251,Rural,29,2,388137
4,1794,City,47,2,652136
5,3842,Suburb,27,3,460211
2,3048,City,16,2,760104
5,2277,Suburb,3,2,219259
4,3251,Suburb,46,2,440441
1,2775,Rural,27,2,922121
2,1623,City,48,1,217653
2,3752,Suburb,7,3,188417
2,3355,Suburb,22,2,774042
1,3293,Rural,10,2,148448
4,2907,Suburb,17,3,500339
3,3020,Suburb,38,1,326011
4,3606,Rural,24,2,831639
1,2125,City,46,1,70352
5,2385,City,27,2,461374
5,3070,Rural,7,3,596519
3,1006,City,3,1,994662
5,3372,Suburb,30,2,290222
1,1091,City,38,1,841704
3,3561,Rural,40,3,983309
1,2256,City,26,1,211748
2,3467,City,44,1,808683
5,1035,Rural,49,2,139484
2,2615,City,19,2,866605
4,3549,Rural,17,2,667288
2,2285,City,47,3,86266
5,1260,Rural,18,3,887958
4,3441,City,46,3,528567
5,3432,Rural,17,3,336230
5,2868,Rural,25,3,715700
5,1009,Suburb,45,3,469240
1,2948,City,13,1,144251
5,2809,Rural,42,3,90414
4,2641,Suburb,21,2,643607
4,3221,City,28,3,687550
3,2762,City,17,2,554375
5,2090,City,37,2,870002
1,1347,Rural,32,2,297775
5,1377,City,13,3,861685
4,974,Rural,6,3,303034
2,3686,Suburb,14,2,160505
5,3118,City,46,3,340040
1,2535,Suburb,42,1,261784
4,3702,Rural,35,2,982732
5,3065,Rural,16,3,192684
3,933,Suburb,50,1,105160
2,1530,Suburb,38,2,733137
4,3361,Suburb,36,1,126839
3,2023,City,33,1,231114
4,3140,Suburb,41,1,760034
2,1450,Suburb,10,2,787393
3,1058,City,48,3,787463
3,3211,Rural,41,3,729404
2,1977,City,15,3,711929
2,1679,Suburb,4,3,400861
2,2124,Rural,18,1,276447
4,2046,Rural,44,3,390315
4,3730,City,7,1,863367
1,1383,City,24,3,75474
3,1474,City,27,2,435957
3,3881,Suburb,45,2,104851
5,2822,Rural,29,1,902054
3,1837,City,38,2,250693
1,2966,Suburb,11,1,282825
1,1245,Suburb,19,3,87638
2,2677,Rural,45,2,141018
3,1715,Rural,20,1,760280
1,3994,Rural,30,2,274620
2,1035,City,4,2,367564
1,3115,Rural,5,3,905972
3,3961,Rural,48,3,558133
3,3202,Rural,47,3,660706
2,978,Suburb,16,2,607219
3,2362,Suburb,17,3,987569
2,3453,Rural,12,1,786987
3,3817,Suburb,46,3,218871
5,1961,City,44,3,692608
2,2006,Suburb,12,1,121547
5,1834,City,29,2,508837
3,877,Suburb,3,2,51465
4,2578,Suburb,38,2,877469
3,2059,Suburb,8,2,807570
4,1038,City,7,2,737270
3,2388,City,45,1,983435
2,3028,Suburb,16,2,109686
1,3575,Suburb,28,1,468577
2,1929,City,30,2,467492
4,877,Rural,36,1,673681
3,2327,Rural,6,3,392634
3,1550,City,5,3,551910
3,1282,Rural,45,3,562839
1,2698,Suburb,39,2,973638
1,3203,Suburb,19,2,406651
2,887,City,30,3,940975
2,2542,City,15,3,910530
4,1719,Rural,41,3,205973
1,3728,Suburb,27,3,917339
5,837,Rural,40,2,303602
2,2110,Rural,35,3,71984
5,2047,City,25,2,488616
2,2755,Rural,12,2,469926
5,1447,Suburb,39,2,391954
5,1599,Rural,26,2,245405
2,1135,Suburb,47,1,763831
1,899,Suburb,42,3,672722
2,3289,Suburb,47,3,691748
1,3231,City,23,3,636992
3,3670,Rural,41,3,105969
3,3120,Suburb,20,3,51557
3,1046,Rural,16,3,357852
3,3549,City,7,3,663196
4,3041,City,1,1,249459
4,2758,Suburb,40,2,311904
2,2537,Rural,34,2,162101
5,1689,Suburb,13,1,276773
4,3939,Suburb,34,1,868007
4,2295,City,28,2,950923
5,2405,Rural,29,2,511051
4,2144,Rural,7,2,955492
5,2662,City,47,3,160609
4,2146,Suburb,13,2,404241
3,3857,Suburb,33,3,268297
5,2615,Suburb,50,1,53198
3,2576,City,2,2,321790
2,1152,Rural,39,2,803955
5,900,Rural,18,2,261714
5,2399,Suburb,22,2,619266
1,922,Suburb,16,2,656016
4,1382,City,37,1,682394
5,2600,City,28,3,371345
1,1906,Rural,22,3,760586
1,1958,Suburb,46,2,325433
1,1856,Suburb,39,3,672329
3,1039,Suburb,35,1,152524
1,1619,City,39,3,236058
5,3999,Suburb,22,3,735383
2,3886,Rural,48,3,648294
4,3210,City,8,3,426032
3,1087,Suburb,39,2,518627
1,2307,City,48,1,425666
1,2842,City,23,1,769215
3,2553,City,13,2,124654
3,2732,City,17,2,721460
5,852,Suburb,10,1,436095
5,3855,City,43,1,223672
2,3154,Rural,26,3,241513
5,878,Suburb,30,1,657791
5,2486,Rural,25,3,873347
3,3909,City,32,2,273757
3,1921,Suburb,5,2,548961
4,3300,City,9,3,443821
3,3230,Suburb,33,1,364255
3,3789,City,13,1,874375
5,1614,City,25,3,687746
5,3891,Rural,28,3,980853
3,3912,Rural,20,1,73170
3,3498,Suburb,38,1,639555
4,1067,City,10,1,691589
1,2452,Suburb,3,2,833058
3,3287,City,44,1,895777
2,3089,City,46,1,280437
4,2821,Suburb,15,1,98036
1,1636,Suburb,40,3,523199
5,3177,City,28,1,60183
3,3726,City,29,1,849810
2,2962,Suburb,15,3,974948
5,1915,Rural,50,1,71905
3,1295,City,41,2,489504
1,3583,Suburb,17,3,287946
3,3156,Rural,45,3,476114
3,1102,Suburb,33,2,221614
2,1684,City,48,3,528054
4,2676,Suburb,8,2,62697
5,2611,Rural,40,3,766730
5,1221,Suburb,47,3,228285
3,3638,Rural,6,3,141461
2,2367,Suburb,32,3,896103
4,1698,Rural,18,2,486394
3,2901,City,48,2,527977
5,1425,City,2,3,395740
3,3138,Rural,39,3,863445
1,3762,Suburb,11,1,170470
4,3017,Rural,28,2,468160
3,2758,Suburb,35,1,419982
2,2531,City,34,1,915794
5,1383,City,3,2,723025
1,3506,Rural,31,1,71141
2,1555,City,50,1,950659
5,2150,Rural,48,3,918765
1,1062,Suburb,11,2,393225
5,3150,Suburb,7,1,232142
4,1783,City,1,1,371583
3,3064,City,12,1,682962
5,2528,Rural,1,3,481960
1,900,Suburb,10,2,976856
4,1987,Suburb,19,1,399467
3,1698,Suburb,13,3,488921
4,1436,Rural,15,2,951307
2,1628,Suburb,42,1,891278
2,1745,City,13,1,453983
3,1812,City,34,3,205795
2,1742,City,33,1,622171
3,3509,Suburb,26,2,886968
2,2400,Rural,30,2,702599
2,1627,Suburb,24,1,719528
2,3488,Suburb,24,3,403171
3,3678,Rural,45,1,102860
5,1859,City,27,1,466774
5,3176,City,44,2,269634
2,1510,Rural,38,1,887350
5,1428,Rural,22,3,937066
4,2076,Rural,36,3,425801
2,2820,Rural,47,2,656895
4,1462,Rural,14,1,918080
5,1141,City,44,2,817203
3,3789,Rural,15,1,127612
1,2227,City,22,3,481401
3,2904,City,37,2,680657
3,3431,City,48,1,772380
5,2795,Suburb,48,2,463562
3,3094,Suburb,22,2,512567
5,3631,Rural,42,3,830327
1,1515,Suburb,44,1,824053
5,1361,Suburb,48,2,925918
4,804,City,3,2,820624
5,2282,Suburb,4,3,768582
4,1872,City,5,1,80835
3,3282,City,38,1,688347
3,853,City,34,2,600209
4,819,Suburb,30,1,459189
3,3398,Rural,47,1,583119
2,2936,Suburb,44,3,621891
1,3477,Rural,21,1,295611
5,1961,Suburb,39,3,591388
1,2705,Suburb,41,1,147366
3,3799,Rural,13,2,730285
1,2344,Suburb,4,3,746238
2,1495,City,20,3,907155
2,3060,Suburb,24,1,357851
5,2197,Rural,24,3,520846
3,3145,Rural,29,1,732690
3,3726,Rural,3,3,133870
2,2661,City,8,2,267905
4,1390,Rural,30,1,368389
1,1401,Suburb,9,3,823385
2,3654,City,37,2,576260
1,2453,Rural,33,2,390080
5,1230,City,24,2,285768
2,804,Suburb,11,1,987617
5,1770,Suburb,21,3,866130
4,2199,Rural,46,3,270667
4,902,Rural,20,2,293181
3,2752,City,9,2,55665
5,3280,City,16,2,268008
2,2241,Suburb,42,3,693503
1,1662,Rural,41,3,903541
1,1445,City,44,2,51107
5,3688,City,38,2,109216
2,2479,City,1,1,877403
3,1471,Suburb,20,1,132986
4,3832,Rural,24,1,557834
4,2819,Rural,7,2,315505
3,2500,Rural,21,1,564398
2,2372,City,7,2,113883
1,1043,Suburb,37,1,438297
1,2663,Rural,48,3,526745
1,2544,Suburb,3,3,153771
2,2402,Rural,19,3,897907
2,2130,Suburb,24,2,730999
5,2148,City,32,2,419225
5,3474,Suburb,13,1,85141
3,2047,Suburb,26,3,679026
3,1835,City,26,2,154608
1,3111,City,5,3,542960
2,2365,Rural,47,1,353435
5,2645,Suburb,23,3,786996
1,3761,Suburb,50,3,775547
5,3364,Rural,35,1,491639
2,1221,Suburb,26,3,93835
2,1512,City,40,3,288559
3,2035,City,43,1,418597
2,1250,Suburb,35,2,297753
2,2406,City,23,1,227090
1,2064,City,6,2,896443
2,1631,City,3,2,474088
4,2256,City,44,1,766390
1,3423,City,28,2,758871
3,3412,Rural,10,2,275891
1,2589,Suburb,19,3,913820
1,2419,City,27,2,104547
2,3894,Rural,40,3,446138
1,1546,Rural,7,2,263771
5,3430,City,14,2,85666
4,3120,Rural,17,2,674698
5,3979,Suburb,33,2,130922
3,3373,Suburb,26,3,972690
4,2191,City,28,1,92313
2,1328,Suburb,25,1,620176
4,3683,Rural,23,3,338417
2,3286,Suburb,13,2,580869
1,849,Rural,29,3,332534
2,1835,City,13,2,133615
3,3505,City,5,2,516276
5,2250,Rural,10,1,998583
4,2471,Rural,9,1,568003
5,2719,City,39,3,753600
5,2391,Suburb,35,3,408980
5,2287,City,42,3,900047
5,3574,Rural,1,2,367381
1,3034,Suburb,17,1,177483
3,2913,Rural,26,3,658799
3,3929,Rural,48,2,979925
2,1771,Suburb,20,1,353737
2,3263,City,31,3,993822
2,1908,Suburb,35,1,484552
3,1937,City,40,1,281340
3,1188,Rural,38,1,545059
3,2231,Rural,22,2,754157
2,1526,City,9,2,679707
1,2562,City,5,2,446260
5,2339,Suburb,11,1,106710
3,3551,Rural,12,1,200491
3,3571,City,6,3,222945
4,3931,City,49,3,973982
3,1603,Rural,8,1,868567
5,2283,Suburb,40,1,228832
2,1606,Rural,1,3,844640
4,3230,Rural,37,2,878664
5,1747,Rural,31,1,585370
1,882,City,5,3,959179
5,2296,Suburb,2,1,550378
3,1130,Rural,19,1,813711
2,3649,City,29,3,365808
5,3633,Rural,50,1,496450
4,2895,City,4,2,862714
5,1411,City,31,1,930392
4,3029,Rural,38,3,886976
4,2259,City,23,2,491580
5,2535,Rural,33,2,501202
4,903,Suburb,43,1,610169
2,2411,City,45,1,495288
3,1251,City,19,3,680596
1,3930,Rural,44,2,88210
5,2145,City,12,1,420170
4,2814,Suburb,27,1,623603
3,2812,Suburb,6,3,697193
4,3079,Rural,20,3,446944
3,1556,City,23,3,713307
5,3350,Rural,47,3,515925
4,988,Suburb,5,2,511835
1,2313,Suburb,28,1,811047
1,1735,Suburb,46,3,658985
5,3595,City,14,1,552777
4,1099,Rural,6,3,866458
5,1551,Rural,47,2,770928
3,840,City,3,2,732141
5,3260,Rural,42,2,98743
1,3512,Suburb,25,3,84391
2,3123,City,46,1,68172
4,1352,City,46,3,661272
2,1967,Suburb,30,3,140351
1,3002,Rural,29,2,681649
2,1339,Rural,6,2,850405
3,2058,City,34,1,822885
2,1760,Suburb,26,2,912572
5,2698,Rural,33,2,488116
1,1979,Rural,29,3,505156
4,3392,City,30,3,432306
1,3738,Rural,44,2,422103
5,1532,Rural,10,2,108868
1,2024,Rural,6,1,714497
2,2185,City,21,3,123069
2,1195,Suburb,25,1,628138
3,1107,Rural,29,2,215048
5,3431,Rural,25,3,201875
5,2896,Suburb,18,1,666122
4,2588,City,45,3,272388
4,2318,Rural,3,2,693925
4,1585,City,28,3,434835
5,3458,Rural,26,3,218945
3,3303,Rural,17,3,585007
4,1784,City,33,1,865723
2,1196,Suburb,39,3,674457
4,2800,Suburb,31,1,431335
4,1719,City,48,3,956773
5,949,Rural,6,2,937255
1,3978,Suburb,41,1,211695
1,2943,Rural,19,3,596487
2,2925,City,27,2,106043
4,1723,Rural,37,1,582353
2,3268,Suburb,48,2,440438
2,3029,City,28,3,707054
4,3310,Rural,47,3,375923
2,3170,Rural,36,1,563505
2,3498,Rural,24,2,93694
3,1220,City,11,3,402408
2,2934,City,11,1,705972
1,3272,City,4,1,868623
3,2779,Suburb,12,1,444521
5,2024,City,9,3,974008
4,2503,City,18,3,803274
5,2058,Suburb,14,1,360082
4,3581,Rural,22,2,350818
3,1404,City,41,2,876174
5,2611,Rural,10,1,755776
1,1844,City,11,1,906029
2,2812,Suburb,23,3,423285
4,1189,Rural,30,2,330298
5,1145,Suburb,23,1,863771
4,2897,Rural,42,3,381612
2,1644,Suburb,30,1,776214
3,2185,Suburb,34,2,417563
3,3573,Suburb,11,3,107366
1,3328,City,8,2,317166
1,2461,Suburb,15,1,563871
3,3922,City,43,1,52632
4,1659,Rural,36,1,212604
4,3609,Suburb,7,1,630979
4,2919,City,25,1,949987
4,2640,Rural,44,1,422335
2,3747,City,9,2,486985
3,2619,City,3,1,100157
5,1821,Rural,40,1,953614
3,2166,City,47,2,127548
1,2750,City,42,1,411472
4,2874,Rural,14,3,322106
3,1569,Suburb,21,1,322423
4,3899,City,2,1,518210
4,3415,Rural,19,2,921220
2,1796,City,13,3,410544
2,3935,Suburb,2,1,524236
4,2409,Suburb,10,2,943813
3,2280,Suburb,23,3,226843
5,2455,Rural,3,2,804673
2,3157,City,13,3,764272
5,2877,Suburb,22,2,797533
5,1847,Rural,27,1,701641
4,3946,City,7,3,57273
2,866,Rural,37,3,875322
4,3490,Rural,3,3,579682
2,3053,City,38,1,152749
1,3258,Suburb,1,3,976812
3,3569,City,13,2,601873
1,1282,Suburb,49,3,259526
3,1684,Suburb,46,2,354720
3,1580,City,19,2,852865
3,3548,City,37,3,204448
2,913,Suburb,49,1,349413
2,958,Rural,33,3,833988
3,2891,Rural,50,1,750452
1,3365,City,47,3,350711
5,2862,Suburb,10,2,270397
3,1717,Suburb,36,2,985359
5,1341,City,32,3,484217
1,1247,Rural,27,2,815621
5,2385,Rural,11,2,696373
2,2019,Suburb,19,1,898766
1,2139,Rural,10,2,385294
2,2840,Rural,19,2,459299
5,2615,Rural,22,2,241833
4,3897,City,49,2,301851
1,1287,Rural,18,3,211351
4,1472,City,46,3,663949
3,2438,Rural,21,3,457495
4,2209,Suburb,14,3,949235
2,1584,Suburb,28,3,803039
2,3950,Rural,40,3,557258
5,3492,Suburb,42,2,231425
5,2856,Rural,32,3,458289
3,1526,City,24,3,293187
2,3877,Suburb,22,2,470099
1,864,City,15,2,456018
3,2826,Suburb,35,3,927783
4,3573,Suburb,21,1,228994
1,3117,Suburb,31,3,823094
3,863,City,21,3,910025
4,2435,Rural,7,1,932230
1,3038,Suburb,36,2,628206
5,3075,City,47,1,402154
2,1728,Rural,6,2,595884
4,1307,City,23,2,234890
2,2166,City,46,3,304903
4,1724,City,21,2,80392
2,839,City,41,2,734198
4,947,Suburb,48,3,890432
2,1515,City,20,3,460295
5,1547,Rural,46,2,659922
2,1537,City,22,2,790382
4,2321,City,38,3,303827
2,2997,Suburb,21,2,507582
2,2236,Suburb,24,2,569552
3,2486,Rural,26,2,716471
4,959,Suburb,26,1,519615
2,1318,Rural,15,2,364285
4,2085,City,16,2,212925
3,2618,City,46,1,980961
4,1241,City,17,1,390798
4,3325,City,9,3,585218
4,2933,Suburb,11,2,272592
1,3019,Rural,43,3,909988
2,1581,Suburb,22,2,301353
1,3988,Rural,17,1,878358
